"boxID","taskID","workerID","printID","text","x","y","width","height","type","certainty"
29,1230771786,3626598,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","don't know",0.537313432835821,0.363449691991786,0.0522388059701493,0.0297741273100616,"unable","1"
30,1230771786,3626598,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","don't know",0.376119402985075,0.413757700205339,0.182089552238806,0.0728952772073922,"unable","1"
31,1230771786,3626598,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","don't know",0.659701492537313,0.543121149897331,0.0462686567164179,0.0482546201232033,"unable","1"
32,1230771786,3626598,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","don't know",0.750746268656716,0.517453798767967,0.082089552238806,0.0451745379876797,"unable","1"
33,1230771786,3626598,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","don't know",0.755223880597015,0.567761806981519,0.0791044776119403,0.0225872689938399,"unable","1"
34,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.174074074074074,0.254777070063694,0.0740740740740741,0.0471337579617834,"fantasy","2"
35,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.233333333333333,0.243312101910828,0.0574074074074074,0.0484076433121019,"fantasy","2"
36,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.274074074074074,0.198726114649682,0.05,0.0624203821656051,"fantasy","2"
37,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.340740740740741,0.180891719745223,0.0592592592592593,0.0687898089171975,"fantasy","2"
38,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.366666666666667,0.252229299363057,0.0611111111111111,0.0484076433121019,"fantasy","2"
39,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.390740740740741,0.4,0.127777777777778,0.100636942675159,"fantasy","2"
40,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.468518518518519,0.32484076433121,0.0555555555555555,0.0573248407643313,"fantasy","2"
41,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.540740740740741,0.356687898089172,0.0555555555555556,0.0802547770700637,"fantasy","2"
42,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.655555555555556,0.528662420382166,0.0537037037037037,0.0738853503184713,"fantasy","2"
43,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.75,0.505732484076433,0.062962962962963,0.0585987261146497,"fantasy","2"
44,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.762962962962963,0.568152866242038,0.0555555555555556,0.0420382165605095,"fantasy","2"
45,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.577777777777778,0.309554140127389,0.0666666666666668,0.067515923566879,"fantasy","2"
46,1230898234,6441793,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","~~fantasy~~",0.501851851851852,0.250955414012739,0.118518518518518,0.0878980891719745,"fantasy","2"
47,1230912741,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","sorry",0.396135265700483,0.401993355481728,0.123188405797101,0.0913621262458472,"unable","1"
48,1230912741,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","sorry",0.161835748792271,0.17109634551495,0.282608695652174,0.186046511627907,"unable","1"
49,1230912741,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","sorry",0.635265700483092,0.498338870431894,0.227053140096618,0.134551495016611,"unable","1"
50,1230912741,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1872X","sorry",0.434782608695652,0.247508305647841,0.236714975845411,0.167774086378738,"unable","1"
51,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.192592592592593,0.768361581920904,0.0685185185185185,0.0494350282485876,"unable","5"
52,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.103703703703704,0.77683615819209,0.0462962962962963,0.0310734463276836,"unable","5"
53,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.0481481481481481,0.771186440677966,0.0407407407407407,0.059322033898305,"unable","5"
54,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.188888888888889,0.71045197740113,0.05,0.0451977401129943,"unable","5"
55,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.157407407407407,0.634180790960452,0.0722222222222222,0.0522598870056497,"unable","5"
56,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.0925925925925926,0.621468926553672,0.05,0.0508474576271186,"unable","5"
57,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.533333333333333,0.796610169491525,0.0574074074074075,0.0536723163841808,"unable","4"
58,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.359259259259259,0.806497175141243,0.0685185185185185,0.0564971751412429,"unable","4"
59,1230323705,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","none",0.459259259259259,0.483050847457627,0.075925925925926,0.0960451977401131,"unable","4"
60,1230340062,15273328,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","lily",0.466183574879227,0.490774907749078,0.0628019323671498,0.03690036900369,"name","2"
61,1230340062,15273328,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","lily",0.352657004830918,0.821033210332103,0.0628019323671498,0.0239852398523985,"name","2"
62,1230340062,15273328,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","lily",0.531400966183575,0.800738007380074,0.0579710144927535,0.0350553505535055,"name","3"
63,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sunflower",0.185185185185185,0.761299435028249,0.0740740740740741,0.057909604519774,"name","5"
64,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sunflower",0.151851851851852,0.720338983050847,0.05,0.0254237288135594,"name","5"
65,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sunflower",0.203703703703704,0.704802259887006,0.0259259259259259,0.0282485875706215,"name","5"
66,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","daisy",0.0907407407407407,0.774011299435028,0.0666666666666667,0.0324858757062148,"name","5"
67,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","this looks like a fantasy flower",0.0592592592592593,0.771186440677966,0.037037037037037,0.0367231638418078,"fantasy","3"
68,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.37037037037037,0.810734463276836,0.0425925925925926,0.0338983050847458,"fantasy","3"
69,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.0962962962962963,0.637005649717514,0.0444444444444445,0.0254237288135593,"fantasy","3"
70,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sunflower",0.477777777777778,0.481638418079096,0.0388888888888889,0.0240112994350282,"name","4"
71,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.446296296296296,0.497175141242938,0.0351851851851852,0.0268361581920903,"fantasy","3"
72,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.468518518518519,0.519774011299435,0.037037037037037,0.0211864406779662,"fantasy","3"
73,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.188888888888889,0.638418079096045,0.0222222222222222,0.00847457627118642,"fantasy","3"
74,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.187037037037037,0.651129943502825,0.0222222222222222,0.00423728813559321,"fantasy","3"
75,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.187037037037037,0.655367231638418,0.0148148148148148,0.00706214689265539,"fantasy","3"
76,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.181481481481481,0.665254237288136,0.0166666666666667,0.0112994350282486,"fantasy","3"
77,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.166666666666667,0.644067796610169,0.012962962962963,0.00706214689265539,"fantasy","3"
78,1230340089,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","fantasy flower",0.155555555555556,0.653954802259887,0.0222222222222222,0.0155367231638418,"name","1"
79,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","unclear",0.477777777777778,0.481638418079096,0.0388888888888889,0.0282485875706215,"unable","5"
80,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sunflower",0.188888888888889,0.774011299435028,0.0592592592592593,0.038135593220339,"name","5"
81,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sunflower",0.161111111111111,0.718926553672316,0.0333333333333333,0.0310734463276836,"name","5"
82,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","i can't identify",0.103703703703704,0.769774011299435,0.0518518518518519,0.036723163841808,"unable","5"
83,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","unclear",0.0722222222222222,0.766949152542373,0.0222222222222222,0.038135593220339,"unable","5"
84,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","unclear",0.0444444444444444,0.788135593220339,0.0333333333333333,0.0282485875706214,"unable","5"
85,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","unclear",0.366666666666667,0.810734463276836,0.0333333333333334,0.0169491525423728,"unable","5"
86,1230354254,10110473,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","unclear",0.538888888888889,0.814971751412429,0.0259259259259259,0.0254237288135594,"name","5"
87,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","I am not sure",0.370149253731343,0.808656036446469,0.0447761194029851,0.0398633257403189,"unable","1"
88,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","I am not sure.",0.538805970149254,0.799544419134396,0.0373134328358209,0.0432801822323463,"name","1"
89,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","I do not know",0.0970149253731343,0.617312072892939,0.0477611940298507,0.0535307517084282,"name","1"
90,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","lilly",0.101492537313433,0.764236902050114,0.0626865671641791,0.0466970387243736,"unable","3"
91,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","do not know",0.197014925373134,0.763097949886105,0.0641791044776119,0.0558086560364465,"name","1"
92,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","Do not know.",0.204477611940299,0.709567198177677,0.0194029850746269,0.0159453302961275,"name","1"
93,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","Do not know.",0.161194029850746,0.716400911161731,0.0343283582089552,0.0261958997722096,"name","1"
94,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","Do not know.",0.216417910447761,0.724373576309795,0.017910447761194,0.0170842824601366,"name","1"
95,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","do not know.",0.0656716417910448,0.761958997722096,0.0313432835820896,0.0432801822323463,"name","1"
96,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","do not know",0.480597014925373,0.513667425968109,0.0238805970149253,0.0296127562642369,"name","1"
97,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","do not know",0.0417910447761194,0.788154897494305,0.0149253731343284,0.030751708428246,"name","1"
98,1230363697,12965897,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","no idea",0.171641791044776,0.64123006833713,0.0104477611940298,0.0136674259681093,"name","1"
99,1230401594,13567356,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","sun flower",0.188405797101449,0.756457564575646,0.0507246376811594,0.0461254612546126,"name","3"
100,1230401594,13567356,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","daisy",0.0893719806763285,0.765682656826568,0.070048309178744,0.0461254612546126,"name","3"
101,1230401594,13567356,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","bell flower",0.0507246376811594,0.763837638376384,0.036231884057971,0.0350553505535055,"name","3"
102,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.434782608695652,0.468634686346863,0.111111111111111,0.0830258302583026,"fantasy","5"
103,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.514492753623188,0.788213627992634,0.0748792270531401,0.0699815837937385,"fantasy","5"
104,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.352657004830918,0.804788213627993,0.0603864734299517,0.0515653775322283,"fantasy","5"
105,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.173913043478261,0.76427255985267,0.072463768115942,0.0570902394106814,"fantasy","5"
106,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.0869565217391304,0.76427255985267,0.072463768115942,0.0607734806629834,"fantasy","5"
107,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.0338164251207729,0.756906077348066,0.0555555555555556,0.0662983425414365,"fantasy","5"
108,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.154589371980676,0.712707182320442,0.0410628019323672,0.0441988950276243,"fantasy","5"
109,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.188405797101449,0.697974217311234,0.0603864734299517,0.0534069981583793,"fantasy","5"
110,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.164251207729469,0.624309392265193,0.0652173913043478,0.0570902394106815,"fantasy","5"
111,1230916315,19155570,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","~~fantasy~~",0.0869565217391304,0.622467771639042,0.070048309178744,0.0552486187845305,"fantasy","5"
112,1231297537,11085868,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","                     ",0.453703703703704,0.48728813559322,0.0740740740740741,0.0621468926553673,"fantasy","1"
113,1231297537,11085868,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-1879","                     ",0.0351851851851852,0.628531073446328,0.224074074074074,0.241525423728814,"name","1"
114,1230324987,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","none",0.512962962962963,0.027363184079602,0.0185185185185185,0.0472636815920398,"name","4"
115,1230324987,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","none",0.0388888888888889,0.412935323383085,0.214814814814815,0.554726368159204,"unable","4"
116,1230324987,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","none",0.196296296296296,0.751243781094527,0.0907407407407407,0.0646766169154228,"unable","4"
117,1230324987,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","none",0.316666666666667,0.723880597014925,0.12037037037037,0.141791044776119,"unable","4"
118,1230324987,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","none",0.55,0.0248756218905473,0.107407407407407,0.0721393034825871,"unable","4"
119,1230324987,13426363,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","none",0.351851851851852,0.360696517412935,0.037037037037037,0.0398009950248756,"unable","4"
120,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.613432835820895,0.0240963855421687,0.0447761194029851,0.0502008032128514,"name","3"
121,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.595522388059701,0.0180722891566265,0.0223880597014926,0.0160642570281125,"name","3"
122,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.605970149253731,0.0682730923694779,0.0253731343283582,0.0240963855421687,"name","3"
123,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.585074626865672,0.224899598393574,0.026865671641791,0.0261044176706828,"name","3"
124,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.598507462686567,0.257028112449799,0.0388059701492537,0.0180722891566265,"name","1"
125,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.586567164179104,0.285140562248996,0.0328358208955224,0.0261044176706827,"name","1"
126,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.483582089552239,0.108433734939759,0.0223880597014925,0.0301204819277108,"name","3"
127,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.208955223880597,0.178714859437751,0.0238805970149254,0.0240963855421687,"name","2"
128,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.18955223880597,0.200803212851406,0.0208955223880597,0.0220883534136546,"name","2"
129,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.204477611940299,0.22289156626506,0.0238805970149254,0.0200803212851406,"name","2"
130,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","tulip",0.23134328358209,0.188755020080321,0.0223880597014925,0.0261044176706828,"name","2"
131,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.559701492537313,0.0140562248995984,0.0268656716417911,0.036144578313253,"name","3"
132,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.517910447761194,0.036144578313253,0.0283582089552239,0.0261044176706827,"name","2"
133,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.523880597014925,0.072289156626506,0.0194029850746268,0.0200803212851406,"name","2"
134,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.513432835820895,0.228915662650602,0.0283582089552239,0.034136546184739,"name","2"
135,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.502985074626866,0.244979919678715,0.0149253731343283,0.0200803212851406,"name","2"
136,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.504477611940298,0.329317269076305,0.0208955223880597,0.0261044176706827,"name","3"
137,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.473134328358209,0.331325301204819,0.0283582089552238,0.0341365461847389,"name","2"
138,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.38955223880597,0.373493975903614,0.017910447761194,0.0160642570281125,"name","2"
139,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.359701492537313,0.367469879518072,0.0253731343283582,0.0341365461847389,"name","2"
140,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.343283582089552,0.166666666666667,0.0223880597014925,0.0461847389558233,"name","3"
141,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.335820895522388,0.0923694779116466,0.0253731343283582,0.0321285140562249,"name","2"
142,1230359458,7784947,"https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1878-A-769","rose",0.253731343283582,0.116465863453815,0.0119402985074627,0.0281124497991968,"name","2"
